Date, Open, High, Low, Close, Volume
05/12/21, 143.84, 144.15, 141.14, 141.30, 5959579
05/11/21, 144.99, 145.19, 142.90, 144.22, 7126404
05/10/21, 145.80, 148.38, 145.80, 146.17, 6983377
05/07/21, 145.92, 146.14, 144.57, 145.46, 7003467
05/06/21, 145.26, 148.515, 145.18, 148.42, 7503487
05/05/21, 145.94, 146.00, 144.3592, 145.22, 4924275
05/04/21, 144.41, 146.59, 144.33, 145.75, 6350479
05/03/21, 143.81, 145.75, 143.55, 144.75, 5733463
04/30/21, 143.70, 143.83, 140.55, 141.88, 8872181
04/29/21, 144.13, 148.74, 142.98, 144.24, 4353880
04/28/21, 142.92, 143.40, 142.10, 143.00, 3768129
04/27/21, 141.69, 142.56, 140.75, 142.01, 3884037
04/26/21, 142.42, 143.63, 141.48, 141.57, 4710763
04/23/21, 141.31, 143.61, 140.95, 142.43, 4556700
04/22/21, 143.70, 144.74, 141.00, 141.28, 7101368
04/21/21, 138.06, 143.73, 137.71, 143.55, 11909010
04/20/21, 137.07, 139.77, 136.70, 138.16, 15480580
04/19/21, 133.60, 133.815, 132.58, 133.12, 8198582
04/16/21, 133.00, 134.10, 132.95, 133.59, 5291756
04/15/21, 133.28, 133.87, 132.22, 132.58, 3883955
04/14/21, 131.305, 132.78, 130.52, 132.63, 5868049
04/13/21, 133.00, 133.62, 130.38, 131.18, 8033530
04/12/21, 135.02, 135.37, 133.85, 134.59, 3753959
04/09/21, 134.87, 135.74, 134.71, 135.73, 3023916
04/08/21, 134.57, 135.6299, 134.16, 135.12, 4087228
04/07/21, 133.84, 134.94, 133.78, 134.93, 2976136
04/06/21, 135.58, 135.64, 134.09, 134.22, 3620964
04/05/21, 133.64, 136.69, 133.40, 135.93, 5471616
04/01/21, 133.76, 133.93, 132.27, 133.23, 4074161
03/31/21, 134.54, 134.71, 132.71, 133.26, 4945315
03/30/21, 135.86, 136.27, 134.02, 134.72, 4790366
03/29/21, 135.98, 137.07, 135.51, 135.86, 4622664
03/26/21, 133.29, 136.48, 133.12, 136.38, 5567592
03/25/21, 130.33, 133.24, 129.77, 133.07, 5553966
03/24/21, 130.95, 132.11, 130.57, 130.62, 4005027
03/23/21, 130.44, 131.56, 129.80, 130.46, 4356359
03/22/21, 128.50, 130.72, 127.89, 130.55, 4164914
03/19/21, 130.02, 130.44, 128.53, 128.90, 9844983
03/18/21, 128.94, 130.995, 127.79, 130.06, 5835669
03/17/21, 128.46, 129.49, 127.49, 129.03, 4291351
03/16/21, 128.28, 128.52, 127.34, 128.24, 4653178
03/15/21, 127.77, 128.75, 127.5401, 128.58, 3421281
03/12/21, 127.19, 127.68, 126.61, 127.61, 4010100
03/11/21, 128.09, 128.64, 126.78, 127.14, 5146937
03/10/21, 125.05, 128.24, 124.61, 127.87, 7247807
03/09/21, 125.40, 126.43, 124.16, 124.18, 5609029
03/08/21, 122.99, 126.85, 122.88, 124.81, 7239191
03/05/21, 120.64, 123.75, 120.25, 122.83, 6949265
03/04/21, 122.00, 123.22, 118.755, 120.11, 8068492
03/03/21, 120.50, 122.634, 119.98, 122.36, 7404269
03/02/21, 120.74, 121.90, 120.26, 120.33, 4524299
03/01/21, 120.35, 122.32, 119.8649, 120.74, 5715767
02/26/21, 122.25, 122.25, 118.88, 118.93, 9050990
02/25/21, 123.37, 124.35, 122.335, 122.47, 5691830
02/24/21, 120.80, 123.49, 120.52, 123.21, 5819983
02/23/21, 120.92, 121.35, 119.80, 120.71, 4531464
02/22/21, 118.50, 121.125, 118.44, 120.86, 5879249
02/19/21, 120.75, 120.76, 118.38, 118.99, 6578741
02/18/21, 120.50, 120.94, 119.70, 120.73, 5399145
02/17/21, 119.27, 120.56, 119.02, 119.97, 3975906
02/16/21, 120.15, 120.60, 119.36, 120.07, 6639790
02/12/21, 121.00, 121.36, 120.09, 120.80, 3871195
02/11/21, 122.00, 122.205, 120.63, 120.91, 5381556
02/10/21, 123.03, 123.41, 121.2138, 122.24, 4866765
02/09/21, 121.90, 122.5953, 121.05, 122.10, 4717014
02/08/21, 122.62, 123.9767, 122.40, 123.61, 5887999
02/05/21, 121.00, 121.81, 120.52, 121.79, 4565727
02/04/21, 119.91, 121.10, 118.87, 121.02, 4562124
02/03/21, 119.04, 119.80, 118.12, 119.12, 6715366
02/02/21, 119.36, 121.00, 119.28, 119.44, 6341883
02/01/21, 119.90, 120.95, 118.73, 120.54, 6250508
01/29/21, 120.22, 121.30, 118.90, 119.11, 11825500
01/28/21, 122.80, 123.20, 120.07, 120.08, 8084051
01/27/21, 122.08, 124.79, 121.6214, 122.47, 12146540
01/26/21, 119.18, 122.59, 118.42, 122.49, 10694710
01/25/21, 118.762, 119.538, 117.45, 118.58, 13686390
01/22/21, 120.70, 120.70, 117.36, 118.61, 38063527
01/21/21, 130.12, 132.24, 130.05, 131.65, 12819230
01/20/21, 129.70, 131.06, 128.56, 130.08, 5598705
01/19/21, 129.28, 129.59, 128.0885, 129.02, 5397956
01/15/21, 128.28, 129.24, 127.67, 128.39, 4905506
01/14/21, 128.02, 130.16, 127.55, 128.97, 7503180
01/13/21, 129.15, 129.75, 126.455, 126.92, 7677739
01/12/21, 129.09, 129.85, 127.94, 129.21, 3749213
01/11/21, 127.95, 129.675, 127.66, 128.58, 5602466
01/08/21, 128.57, 129.32, 126.98, 128.53, 4676487
01/07/21, 130.04, 130.46, 128.26, 128.99, 4507382
01/06/21, 126.90, 131.88, 126.72, 129.29, 7956740
01/05/21, 125.01, 126.68, 124.61, 126.14, 6114619
01/04/21, 125.85, 125.9174, 123.04, 123.94, 5179161
12/31/20, 124.22, 126.03, 123.99, 125.88, 3574696
12/30/20, 123.80, 124.85, 123.63, 124.34, 3380494
12/29/20, 125.35, 125.48, 123.24, 123.80, 3487007
12/28/20, 125.10, 126.60, 124.46, 124.82, 3615222
12/24/20, 125.00, 125.10, 124.21, 124.69, 1761122
12/23/20, 123.88, 125.21, 123.74, 123.90, 2693889
12/22/20, 123.31, 124.22, 122.41, 123.61, 4337757
12/21/20, 123.97, 124.18, 121.72, 123.39, 6115671
12/18/20, 125.59, 126.40, 124.97, 125.85, 7552845
12/17/20, 126.08, 126.09, 124.91, 125.55, 3787962
12/16/20, 125.93, 126.5728, 125.286, 125.55, 4530096
12/15/20, 124.39, 125.93, 123.44, 125.93, 4359601
12/14/20, 125.32, 126.2435, 123.47, 123.53, 5050023
12/11/20, 124.08, 125.51, 123.61, 124.27, 4481416
12/10/20, 126.35, 126.93, 124.94, 124.96, 4803172
12/09/20, 125.80, 127.69, 125.70, 126.79, 6513517
12/08/20, 125.32, 126.33, 124.64, 125.71, 5395024
12/07/20, 126.49, 126.97, 124.57, 124.70, 8318500
12/04/20, 123.97, 127.38, 123.64, 127.20, 5522760
12/03/20, 124.16, 124.86, 123.29, 123.61, 4548161
12/02/20, 122.85, 124.64, 122.41, 124.62, 3690737
12/01/20, 123.90, 125.83, 123.08, 123.16, 5312057
11/30/20, 124.10, 125.00, 123.09, 123.52, 5987991
11/27/20, 124.20, 125.313, 123.91, 124.35, 2091186
11/25/20, 122.93, 124.33, 122.11, 124.20, 4135894
11/24/20, 120.86, 124.73, 120.805, 124.42, 7759006
11/23/20, 117.43, 120.515, 117.27, 120.09, 5655119
11/20/20, 117.60, 118.04, 116.69, 116.94, 5024593
11/19/20, 116.54, 117.45, 115.89, 117.18, 3439648
11/18/20, 117.72, 118.88, 116.75, 116.77, 4606828
11/17/20, 117.60, 118.54, 117.07, 117.70, 4134455
11/16/20, 118.30, 118.55, 117.12, 118.36, 5293385
11/13/20, 115.19, 117.37, 115.01, 116.85, 4683512
11/12/20, 115.63, 116.37, 113.48, 114.50, 6500799
11/11/20, 118.12, 118.35, 116.22, 117.20, 4289601
11/10/20, 116.69, 118.17, 116.25, 117.91, 5622756
11/09/20, 117.88, 119.74, 115.27, 115.53, 8992152
11/06/20, 115.08, 115.10, 113.39, 114.04, 5249171
11/05/20, 113.30, 115.29, 113.01, 114.77, 4902206
11/04/20, 112.33, 113.91, 111.16, 111.90, 5800071
11/03/20, 114.00, 115.65, 113.63, 114.16, 4204287
11/02/20, 112.65, 113.8265, 112.25, 112.91, 5311497
10/30/20, 107.90, 111.80, 107.75, 111.66, 7923882
10/29/20, 107.25, 109.64, 106.55, 108.91, 6760241
10/28/20, 108.66, 109.73, 105.92, 106.65, 9427321
10/27/20, 112.15, 112.22, 110.03, 110.56, 5936106
10/26/20, 114.45, 114.90, 111.84, 112.22, 7203366
10/23/20, 116.50, 116.62, 115.53, 116.00, 3893362
10/22/20, 115.00, 116.06, 112.98, 115.76, 7858158
10/21/20, 116.66, 117.6899, 114.79, 115.06, 9755308
10/20/20, 119.80, 120.15, 116.84, 117.37, 21501070
10/19/20, 126.80, 127.35, 125.08, 125.52, 7478735
10/16/20, 125.17, 126.43, 124.655, 125.93, 4714320
10/15/20, 124.08, 125.215, 123.85, 124.89, 3389301
10/14/20, 125.13, 126.94, 125.13, 125.94, 3730139
10/13/20, 126.57, 127.15, 124.46, 125.10, 5406088
10/12/20, 128.07, 128.25, 126.44, 127.21, 4635115
10/09/20, 132.00, 132.00, 127.60, 127.79, 8353704
10/08/20, 130.86, 135.50, 129.77, 131.49, 25288930
10/07/20, 122.67, 124.39, 122.32, 124.07, 2815663
10/06/20, 122.58, 124.83, 121.59, 121.97, 3872265
10/05/20, 121.84, 122.75, 121.05, 122.01, 3050949
10/02/20, 119.04, 121.75, 118.82, 120.57, 2925228
10/01/20, 122.36, 123.30, 120.355, 121.09, 3211661
09/30/20, 121.38, 122.91, 120.80, 121.67, 3261235
09/29/20, 121.41, 122.1858, 120.21, 120.94, 2130564
09/28/20, 120.57, 122.33, 120.41, 121.73, 3509576
09/25/20, 117.60, 119.41, 116.94, 118.95, 2953686
09/24/20, 118.10, 119.515, 116.48, 118.09, 3546160
09/23/20, 120.80, 121.59, 118.43, 118.83, 3939398
09/22/20, 120.33, 121.45, 119.53, 120.51, 2957809
09/21/20, 120.48, 120.70, 118.58, 120.25, 5311441
09/18/20, 124.26, 124.92, 122.65, 122.76, 5391570
09/17/20, 122.62, 125.55, 121.97, 124.92, 3171262
09/16/20, 122.71, 125.82, 122.71, 124.22, 3789458
09/15/20, 122.82, 123.40, 122.24, 122.44, 2915221
09/14/20, 122.36, 123.38, 121.76, 122.09, 3641887
09/11/20, 121.39, 122.70, 120.73, 121.46, 3548091
09/10/20, 122.53, 123.5764, 120.24, 120.56, 3978805
09/09/20, 122.13, 123.70, 121.29, 122.26, 3770678
09/08/20, 122.16, 122.87, 120.71, 121.21, 5210292
09/04/20, 124.35, 125.35, 121.24, 122.30, 6018238
09/03/20, 128.19, 129.95, 123.65, 124.45, 5716750
09/02/20, 123.72, 128.70, 123.575, 128.18, 6592430
09/01/20, 122.85, 123.95, 122.15, 123.40, 3155623
08/31/20, 125.25, 125.25, 123.03, 123.31, 4827879
08/28/20, 124.96, 125.30, 124.2187, 125.07, 3099940
08/27/20, 124.60, 125.10, 123.98, 124.65, 3422654
08/26/20, 124.95, 125.12, 123.95, 124.17, 3388687
08/25/20, 126.00, 126.82, 124.49, 124.64, 2977697
08/24/20, 123.79, 126.06, 123.36, 125.68, 4070816
08/21/20, 123.01, 123.4842, 122.31, 123.16, 3385051
