Date, Open, High, Low, Close, Volume
05/12/21, 168.54, 169.80, 167.95, 168.20, 6758316
05/11/21, 170.65, 170.87, 168.28, 168.88, 8217953
05/10/21, 169.90, 171.53, 169.23, 170.27, 8357486
05/07/21, 168.30, 169.18, 167.83, 168.50, 5316209
05/06/21, 166.79, 167.885, 166.24, 167.74, 5529946
05/05/21, 167.50, 168.40, 166.785, 167.07, 7792313
05/04/21, 164.83, 167.85, 164.67, 167.77, 10179540
05/03/21, 163.60, 165.32, 163.12, 165.21, 6594230
04/30/21, 164.15, 164.33, 162.52, 162.73, 9079081
04/29/21, 161.90, 164.26, 161.81, 164.20, 6394287
04/28/21, 162.86, 163.20, 161.65, 161.98, 7448016
04/27/21, 163.76, 163.91, 162.47, 163.18, 6217651
04/26/21, 165.21, 165.41, 163.76, 164.12, 6027788
04/23/21, 164.53, 166.06, 163.9996, 165.52, 6033245
04/22/21, 165.836, 166.28, 164.62, 165.18, 7232981
04/21/21, 166.37, 166.91, 165.29, 166.59, 6333210
04/20/21, 161.00, 167.7899, 161.00, 166.48, 14050660
04/19/21, 162.50, 163.11, 160.84, 162.69, 8353528
04/16/21, 161.34, 162.51, 160.56, 162.24, 9049432
04/15/21, 160.72, 162.39, 160.23, 160.39, 7524568
04/14/21, 157.83, 160.11, 157.54, 159.92, 7718321
04/13/21, 156.86, 159.93, 156.53, 159.48, 18424080
04/12/21, 161.09, 162.08, 160.34, 161.64, 5023037
04/09/21, 162.12, 162.93, 159.78, 161.25, 8418332
04/08/21, 164.00, 164.1116, 162.85, 162.97, 5039397
04/07/21, 163.55, 164.28, 163.316, 163.61, 4608010
04/06/21, 164.08, 164.52, 163.00, 163.39, 5074239
04/05/21, 163.64, 164.75, 162.66, 163.43, 7387123
04/01/21, 162.60, 163.84, 162.26, 162.83, 7229717
03/31/21, 164.96, 165.39, 163.70, 164.35, 8281521
03/30/21, 165.02, 165.66, 164.23, 165.01, 7236347
03/29/21, 163.83, 167.03, 163.6314, 166.04, 8535084
03/26/21, 162.09, 165.10, 161.38, 164.93, 7619247
03/25/21, 162.44, 162.45, 160.64, 161.97, 6269774
03/24/21, 160.10, 162.48, 159.82, 161.91, 6370143
03/23/21, 160.21, 161.2004, 158.88, 160.35, 7178323
03/22/21, 158.31, 160.65, 158.00, 160.50, 7544052
03/19/21, 160.69, 161.50, 159.47, 160.04, 14891520
03/18/21, 160.21, 161.49, 159.96, 160.47, 4801794
03/17/21, 160.83, 161.73, 159.53, 160.77, 6001421
03/16/21, 160.46, 161.68, 160.24, 161.37, 6369144
03/15/21, 159.75, 160.66, 158.50, 160.42, 5526008
03/12/21, 159.28, 160.31, 159.19, 159.60, 5474849
03/11/21, 159.54, 160.63, 158.92, 159.14, 6305584
03/10/21, 158.82, 159.895, 157.36, 159.15, 6635577
03/09/21, 156.89, 160.75, 156.89, 157.70, 7461267
03/08/21, 157.00, 159.33, 155.98, 157.40, 6546688
03/05/21, 153.98, 156.69, 153.13, 156.10, 8331633
03/04/21, 155.99, 156.10, 151.47, 153.07, 11033180
03/03/21, 158.25, 158.90, 156.0604, 156.22, 8499626
03/02/21, 159.78, 160.78, 158.60, 159.02, 7610885
03/01/21, 161.45, 161.53, 159.09, 159.32, 10551380
02/26/21, 162.00, 162.41, 157.97, 158.46, 14417550
02/25/21, 163.13, 163.70, 161.99, 162.76, 9719715
02/24/21, 162.40, 164.39, 160.92, 162.59, 10286110
02/23/21, 161.48, 163.19, 160.40, 160.44, 7042829
02/22/21, 161.87, 162.54, 160.29, 161.87, 6447105
02/19/21, 165.60, 165.96, 162.91, 162.98, 8190883
02/18/21, 164.96, 166.16, 164.30, 165.74, 5191590
02/17/21, 164.97, 166.09, 164.36, 165.66, 6680909
02/16/21, 166.58, 167.05, 164.64, 165.07, 5656092
02/12/21, 164.40, 166.85, 164.00, 166.58, 4413066
02/11/21, 167.00, 167.38, 165.60, 166.06, 4871250
02/10/21, 167.89, 167.94, 165.70, 166.81, 5921312
02/09/21, 165.20, 166.59, 164.97, 166.27, 5544214
02/08/21, 165.03, 165.9206, 163.88, 164.92, 6035341
02/05/21, 164.86, 165.44, 163.8601, 164.45, 9495309
02/04/21, 161.00, 162.09, 159.76, 161.99, 7758128
02/03/21, 160.94, 161.52, 159.57, 160.50, 8601883
02/02/21, 163.38, 163.66, 161.18, 161.25, 11443250
02/01/21, 165.31, 165.31, 162.60, 162.71, 9971395
01/29/21, 164.26, 166.00, 160.5527, 163.13, 22505859
01/28/21, 168.20, 170.86, 167.80, 169.16, 8944399
01/27/21, 169.12, 170.92, 167.45, 167.88, 14207290
01/26/21, 169.70, 173.65, 169.39, 170.48, 14205690
01/25/21, 165.01, 166.09, 163.66, 165.98, 9924438
01/22/21, 162.36, 165.155, 161.87, 163.55, 8137018
01/21/21, 161.32, 162.48, 160.06, 161.73, 6822770
01/20/21, 163.20, 164.14, 161.80, 162.38, 6839850
01/19/21, 162.00, 163.04, 161.10, 162.78, 9057555
01/15/21, 160.30, 161.4058, 159.1058, 160.30, 7630813
01/14/21, 160.45, 161.95, 159.61, 160.65, 10030790
01/13/21, 158.23, 158.455, 156.75, 157.89, 6643065
01/12/21, 159.15, 159.66, 157.33, 158.13, 6903189
01/11/21, 160.56, 161.32, 158.77, 159.37, 7068176
01/08/21, 160.51, 161.10, 159.88, 160.04, 8228938
01/07/21, 159.00, 161.03, 158.35, 160.37, 7747161
01/06/21, 157.24, 160.23, 156.72, 159.83, 8230086
01/05/21, 156.25, 158.76, 155.07, 158.34, 9602290
01/04/21, 157.24, 157.38, 154.13, 156.50, 11765870
12/31/20, 156.53, 157.66, 155.1098, 157.38, 5099880
12/30/20, 154.74, 156.38, 154.60, 156.05, 5412775
12/29/20, 154.11, 154.93, 153.80, 154.14, 5211972
12/28/20, 153.32, 153.87, 152.30, 153.19, 3855466
12/24/20, 151.85, 153.04, 151.82, 152.47, 2114901
12/23/20, 152.80, 153.603, 151.90, 151.94, 4607275
12/22/20, 152.40, 153.90, 151.86, 152.72, 4703185
12/21/20, 152.01, 153.41, 150.05, 153.02, 7893359
12/18/20, 153.65, 155.10, 151.67, 154.51, 17137230
12/17/20, 150.09, 153.885, 149.955, 153.62, 9920312
12/16/20, 150.20, 150.92, 149.55, 149.67, 8486069
12/15/20, 150.00, 150.75, 149.53, 150.57, 7614746
12/14/20, 153.25, 153.48, 148.99, 149.07, 8547296
12/11/20, 151.53, 153.41, 151.23, 152.95, 5973255
12/10/20, 152.82, 152.98, 151.68, 152.25, 7392928
12/09/20, 152.83, 153.50, 151.755, 153.10, 8440069
12/08/20, 150.00, 152.14, 149.55, 151.55, 8339847
12/07/20, 149.35, 149.91, 148.51, 148.97, 6634743
12/04/20, 149.79, 150.31, 149.27, 150.27, 6747083
12/03/20, 148.04, 149.58, 147.69, 149.00, 7310486
12/02/20, 147.85, 149.71, 147.70, 148.14, 7745516
12/01/20, 146.29, 149.13, 145.86, 147.45, 9741260
11/30/20, 144.23, 144.86, 143.06, 144.68, 15663240
11/27/20, 144.50, 144.6583, 143.22, 144.00, 3059001
11/25/20, 144.06, 144.17, 142.86, 143.68, 7594618
11/24/20, 144.00, 144.765, 143.61, 143.87, 11038820
11/23/20, 146.01, 146.01, 143.04, 143.87, 7318255
11/20/20, 147.05, 147.94, 146.13, 146.36, 6356142
11/19/20, 147.30, 147.46, 145.5869, 147.14, 7987716
11/18/20, 148.87, 149.76, 147.37, 147.37, 6661008
11/17/20, 150.00, 150.63, 149.12, 149.35, 7297736
11/16/20, 150.92, 151.30, 149.801, 150.85, 6266384
11/13/20, 149.09, 150.41, 148.41, 149.90, 5896537
11/12/20, 147.61, 148.65, 146.7536, 148.30, 4712177
11/11/20, 149.17, 149.20, 146.86, 147.80, 6382407
11/10/20, 147.25, 148.75, 146.26, 148.28, 7386462
11/09/20, 148.425, 148.99, 144.92, 146.08, 12351640
11/06/20, 140.40, 143.19, 139.65, 142.25, 5942538
11/05/20, 140.55, 141.83, 139.26, 139.76, 8016160
11/04/20, 139.49, 142.54, 138.70, 139.40, 10263520
11/03/20, 140.02, 140.96, 137.78, 138.50, 6362978
11/02/20, 138.98, 139.01, 137.49, 138.69, 7088029
10/30/20, 136.68, 137.54, 133.65, 137.11, 7364752
10/29/20, 138.00, 138.70, 136.05, 137.19, 7205409
10/28/20, 141.425, 141.98, 138.18, 138.36, 8426065
10/27/20, 143.74, 144.29, 142.92, 143.15, 4890064
10/26/20, 144.43, 144.77, 142.75, 143.97, 6929472
10/23/20, 145.88, 147.47, 144.35, 145.24, 4154372
10/22/20, 144.16, 145.69, 143.84, 145.08, 5280253
10/21/20, 144.12, 145.34, 143.91, 143.93, 5221348
10/20/20, 144.66, 145.75, 144.12, 144.55, 5326540
10/19/20, 148.53, 148.90, 144.13, 144.32, 7250755
10/16/20, 147.60, 148.76, 147.01, 148.10, 6098404
10/15/20, 147.48, 147.90, 146.33, 147.19, 5979015
10/14/20, 148.82, 149.03, 147.39, 148.10, 7707047
10/13/20, 149.00, 150.12, 147.77, 148.36, 11057570
10/12/20, 151.60, 153.142, 151.02, 151.84, 7273170
10/09/20, 149.65, 151.48, 149.445, 150.97, 5054116
10/08/20, 148.50, 149.85, 148.04, 148.89, 4413531
10/07/20, 146.49, 148.23, 145.81, 147.88, 5603123
10/06/20, 148.28, 148.61, 145.87, 146.26, 5118212
10/05/20, 147.00, 148.38, 146.42, 148.23, 4992758
10/02/20, 146.21, 148.41, 145.83, 146.24, 5485602
10/01/20, 149.31, 149.65, 146.46, 147.32, 6457808
09/30/20, 147.45, 149.73, 146.84, 148.88, 8487691
09/29/20, 147.60, 147.92, 146.06, 147.06, 6771016
09/28/20, 146.73, 148.29, 146.42, 147.11, 5843189
09/25/20, 144.00, 146.25, 143.89, 145.66, 5531209
09/24/20, 144.56, 145.25, 143.34, 144.67, 5614844
09/23/20, 147.48, 147.55, 144.38, 144.44, 8784436
09/22/20, 144.69, 145.35, 143.72, 144.21, 5295917
09/21/20, 147.58, 147.93, 142.96, 145.10, 7574501
09/18/20, 146.51, 149.65, 146.20, 149.18, 12174040
09/17/20, 148.04, 148.63, 146.05, 147.17, 5461414
09/16/20, 149.39, 150.06, 148.3501, 148.40, 4323502
09/15/20, 149.45, 150.59, 148.52, 148.89, 3659221
09/14/20, 148.12, 149.47, 148.01, 148.35, 4375798
09/11/20, 147.05, 148.53, 146.63, 147.78, 3934691
09/10/20, 149.25, 149.78, 146.52, 146.91, 6191800
09/09/20, 148.15, 151.10, 148.12, 149.70, 6960668
09/08/20, 150.25, 150.89, 146.90, 147.26, 8756842
09/04/20, 150.17, 150.95, 147.13, 148.59, 7200065
09/03/20, 154.83, 155.47, 148.30, 149.55, 8672808
09/02/20, 150.79, 154.33, 149.245, 153.83, 6881856
09/01/20, 153.87, 154.08, 150.07, 151.52, 6309237
08/31/20, 153.00, 154.40, 152.2605, 153.41, 6362683
08/28/20, 152.74, 153.70, 151.90, 153.64, 5395684
08/27/20, 152.42, 153.26, 151.89, 152.98, 5575432
