Date, Open, High, Low, Close, Volume
05/12/21, 241.27, 243.23, 236.4447, 237.32, 3668456
05/11/21, 238.78, 242.9899, 236.54, 239.30, 3163104
05/10/21, 243.50, 245.78, 242.59, 242.61, 3752901
05/07/21, 235.64, 241.89, 233.16, 240.99, 3327927
05/06/21, 238.00, 240.9828, 236.00, 237.07, 4526952
05/05/21, 234.62, 239.33, 231.85, 237.88, 3690578
05/04/21, 227.00, 234.00, 225.35, 233.41, 4040671
05/03/21, 230.00, 230.9348, 227.21, 228.17, 3182883
04/30/21, 225.52, 228.39, 224.88, 228.11, 3953489
04/29/21, 235.00, 235.20, 223.20, 227.47, 5442416
04/28/21, 230.05, 233.715, 229.38, 232.30, 2965333
04/27/21, 230.29, 230.86, 228.08, 230.34, 1959291
04/26/21, 230.57, 232.85, 229.96, 230.56, 1864837
04/23/21, 229.36, 231.65, 227.88, 230.11, 3461030
04/22/21, 233.25, 233.43, 228.77, 228.89, 2410653
04/21/21, 227.32, 232.61, 226.02, 232.46, 1977712
04/20/21, 230.90, 231.30, 225.5959, 227.63, 2815782
04/19/21, 232.90, 233.10, 229.91, 232.39, 1712648
04/16/21, 234.62, 235.94, 232.27, 233.36, 2128405
04/15/21, 233.15, 233.4399, 230.74, 232.52, 1860155
04/14/21, 229.60, 234.2199, 229.55, 232.58, 2491044
04/13/21, 233.41, 233.50, 228.045, 229.35, 2286434
04/12/21, 230.30, 231.30, 228.9307, 230.93, 1688201
04/09/21, 231.30, 232.20, 227.54, 230.75, 2482888
04/08/21, 230.13, 231.05, 227.17, 230.48, 2158852
04/07/21, 231.96, 234.1856, 229.35, 230.41, 2449613
04/06/21, 232.50, 236.68, 230.23, 230.64, 2614532
04/05/21, 235.00, 235.661, 232.37, 233.71, 2323584
04/01/21, 231.30, 235.00, 227.59, 232.74, 3787055
03/31/21, 234.35, 237.01, 228.85, 231.87, 4512327
03/30/21, 231.20, 234.72, 231.14, 233.08, 3139103
03/29/21, 228.10, 231.85, 227.7141, 230.22, 3003239
03/26/21, 226.35, 229.84, 225.21, 229.50, 3040141
03/25/21, 219.23, 224.97, 216.0358, 224.25, 2901771
03/24/21, 220.51, 227.11, 220.51, 221.23, 4257961
03/23/21, 222.06, 225.24, 216.65, 218.25, 4017585
03/22/21, 226.62, 227.18, 223.57, 226.02, 2211572
03/19/21, 228.75, 229.65, 224.05, 225.29, 7485061
03/18/21, 234.00, 237.78, 229.735, 230.68, 4336238
03/17/21, 228.13, 234.30, 227.13, 233.63, 3518522
03/16/21, 227.72, 231.21, 224.77, 226.46, 3539195
03/15/21, 228.87, 231.80, 225.83, 230.74, 4216918
03/12/21, 219.00, 229.02, 218.12, 229.00, 4756540
03/11/21, 223.00, 223.60, 219.15, 219.76, 2960018
03/10/21, 217.73, 222.05, 217.19, 221.06, 2435768
03/09/21, 221.38, 222.33, 216.14, 216.80, 2902396
03/08/21, 220.97, 224.30, 218.212, 221.58, 3048694
03/05/21, 214.34, 220.78, 211.50, 220.16, 3602268
03/04/21, 214.48, 216.668, 208.47, 212.77, 3568364
03/03/21, 212.14, 217.55, 212.01, 214.91, 2663976
03/02/21, 218.69, 219.34, 215.0101, 215.82, 2854332
03/01/21, 219.31, 222.58, 218.90, 219.76, 2871845
02/26/21, 220.75, 222.40, 215.82, 215.88, 4461298
02/25/21, 223.62, 224.40, 219.72, 221.82, 4313039
02/24/21, 220.41, 226.67, 219.88, 222.47, 4925014
02/23/21, 219.53, 220.735, 213.28, 220.18, 4125136
02/22/21, 209.63, 218.865, 209.335, 218.06, 4578305
02/19/21, 203.25, 211.46, 202.695, 209.91, 4937326
02/18/21, 201.55, 202.88, 198.58, 199.92, 2346219
02/17/21, 202.39, 202.895, 199.79, 202.30, 2411531
02/16/21, 199.75, 205.18, 199.24, 202.38, 3722657
02/12/21, 197.98, 198.7559, 196.76, 197.99, 1804382
02/11/21, 197.59, 198.42, 194.39, 198.35, 2178154
02/10/21, 198.50, 199.71, 196.2552, 197.72, 2816443
02/09/21, 197.54, 198.66, 194.89, 197.28, 2331557
02/08/21, 195.00, 197.54, 194.67, 197.45, 2725656
02/05/21, 192.52, 194.33, 190.01, 193.00, 2240109
02/04/21, 192.00, 192.61, 190.20, 191.65, 2254049
02/03/21, 190.91, 191.53, 189.0611, 191.45, 2979186
02/02/21, 186.50, 192.78, 185.64, 192.50, 5265354
02/01/21, 185.96, 186.80, 182.02, 184.72, 2738225
01/29/21, 183.50, 188.82, 180.725, 182.84, 4541368
01/28/21, 182.26, 187.61, 181.31, 184.34, 3445426
01/27/21, 184.20, 185.55, 179.3401, 180.63, 4095305
01/26/21, 187.60, 189.41, 186.83, 187.21, 2505956
01/25/21, 190.56, 191.37, 186.97, 187.34, 3837108
01/22/21, 190.85, 192.82, 189.31, 191.94, 2027177
01/21/21, 192.35, 193.72, 190.0543, 192.19, 1951414
01/20/21, 192.66, 193.90, 190.42, 192.34, 2501098
01/19/21, 194.29, 196.109, 193.44, 194.06, 2361180
01/15/21, 195.66, 195.705, 190.88, 194.62, 3317129
01/14/21, 196.10, 197.91, 195.36, 197.40, 2486579
01/13/21, 198.79, 200.1743, 195.80, 195.89, 3154720
01/12/21, 194.68, 198.00, 193.31, 197.54, 2466084
01/11/21, 191.56, 195.46, 190.31, 193.86, 2541263
01/08/21, 193.85, 195.2599, 191.32, 194.26, 3186641
